王妃|おうひ|queen
岩間|いわま|among rocks
岩山|いわやま|rocky mountain
岩手県|いわてけん|Iwate prefecture (Tōhoku area)
岩床|がんしょう|bedrock
岩礁|がんしょう|reef
岩石|がんせき|rock
岩石圏|がんせきけん|lithosphere
岩棚|いわたな|ledge
岩棚|いわだな|ledge
岩登り|いわのぼり|rock climbing
岩盤|がんばん|bedrock
贋金|にせがね|counterfeit money
偽金|にせがね|counterfeit money
贋作|がんさく|fake; sham; counterfeit
贋手紙|にせてがみ|forged letter
贋首|にせくび|falsified severed head
偽首|にせくび|falsified severed head
贋造|がんぞう|counterfeiting; forgery; fabrication
贋造紙幣|がんぞうしへい|counterfeit paper money
雁の使い|かりのつかい|(a) letter
雁の文|かりのふみ|(a) letter
雁の便り|かりのたより|(a) letter
雁行|がんこう|the flight formation of geese; lining up shoulder to shoulder like flying geese; leading out
雁骨|かりがねぼね|scapula; shoulder blade
雁字搦みに|がんじがらみに|(bind) firmly
雁首|かりくび|(something resembling a) goose's neck
雁首|かりくび|glans; head of a penis
カリ首|カリくび|(something resembling a) goose's neck
カリ首|カリくび|glans; head of a penis
雁首|がんくび|head of a pipe, incl. the bowl and stem attachment
雁首|がんくび|neck; head
がん首|がんくび|head of a pipe, incl. the bowl and stem attachment
がん首|がんくび|neck; head
雁書|がんしょ|letter
雁爪|がんづめ|Japanese rake
雁爪|がんずめ|Japanese rake
雁皮紙|がんぴし|traditional Japanese paper made from the fibre of plant species Diplomorpha sikokiana (high quality, glossy)
雁木|がんぎ|zigzag pattern; zigzag formation
雁木|がんぎ|steps down from a pier
雁木|がんぎ|pathway covered by extended eaves to protect from snow
雁木|がんぎ|large saw used by lumberjacks
ガンギ車|ガンギぐるま|escape wheel (in a timepiece)
ガンギ車|ガンギぐるま|pulley
がんぎ車|がんぎぐるま|escape wheel (in a timepiece)
がんぎ車|がんぎぐるま|pulley
雁木車|がんぎぐるま|escape wheel (in a timepiece)
雁木車|がんぎぐるま|pulley
雁木鑢|がんぎやすり|zigzag rasp
雁木やすり|がんぎやすり|zigzag rasp
頑な|かたくな|obstinate; stubborn; mulish; die-hard; bigoted
頑|かたくな|obstinate; stubborn; mulish; die-hard; bigoted
頑強|がんきょう|stubborn; dogged; persistent; tenacious
頑強|がんきょう|tough; sturdy; hardy; strong
頑健|がんけん|robust health; able-bodied
頑固|がんこ|stubborn; obstinate; pigheaded
頑丈|がんじょう|solid; firm; stout; burly; strong; sturdy
岩乗|がんじょう|solid; firm; stout; burly; strong; sturdy
頑張る|がんばる|to persevere; to persist; to keep at it; to hang on; to hold out; to do one's best
頑張る|がんばる|to insist that; to stick to (one's opinion)
頑張る|がんばる|to remain in a place; to stick to one's post; to refuse to budge
頑迷|がんめい|bigoted; obstinate; stubborn; pigheaded
頑冥|がんめい|bigoted; obstinate; stubborn; pigheaded
顔|かお|face; visage
顔|かお|look; expression; countenance
顔|かお|honor; honour; face
顔|かお|influence; notoriety
顔|がん|face; visage
顔|がん|look; expression; countenance
貌|かお|face; visage
貌|かお|look; expression; countenance
貌|かお|honor; honour; face
貌|かお|influence; notoriety
顏|かお|face; visage
顏|かお|look; expression; countenance
顏|かお|honor; honour; face
顏|かお|influence; notoriety
顔から火が出る|かおからひがでる|to be extremely embarrassed; to burn with shame
顔をしかめる|かおをしかめる|to grimace; to frown
顔を顰める|かおをしかめる|to grimace; to frown
顔を潰す|かおをつぶす|to make somebody lose face; to embarrass someone; to make someone look foolish
顔をつぶす|かおをつぶす|to make somebody lose face; to embarrass someone; to make someone look foolish
顔を合わせる|かおをあわせる|to meet; to face someone
顔を立てる|かおをたてる|to save face; to show deference; to make someone look good
顔をたてる|かおをたてる|to save face; to show deference; to make someone look good
顔かたち|かおかたち|features; looks
顔貌|かおかたち|features; looks
顔貌|がんぼう|features; looks
顔形|かおかたち|features; looks
顔容|かおかたち|features; looks
顔容|がんよう|features; looks
顔写真|かおじゃしん|portrait photo; mug shot; face shot; photograph of a person's face
顔写真|かおしゃしん|portrait photo; mug shot; face shot; photograph of a person's face
顔色|かおいろ|complexion; one's colour; one's color
顔色|かおいろ|countenance; expression; one's face
顔色|がんしょく|complexion; one's colour; one's color
顔色|がんしょく|countenance; expression; one's face
顔いろ|かおいろ|complexion; one's colour; one's color
顔いろ|かおいろ|countenance; expression; one's face
顔ぶれ|かおぶれ|personnel; members; lineup (of a team); roster; cast (of a play)
顔ぶれ|かおぶれ|announcement of next day's match-ups
顔触れ|かおぶれ|personnel; members; lineup (of a team); roster; cast (of a play)
顔触れ|かおぶれ|announcement of next day's match-ups
顔つき|かおつき|(outward) looks; features; face; countenance; expression
顔付き|かおつき|(outward) looks; features; face; countenance; expression
顔付|かおつき|(outward) looks; features; face; countenance; expression
顔面|がんめん|face (of person)
顔役|かおやく|influential man; boss
顔立ち|かおだち|looks; features
顔だち|かおだち|looks; features
顔立|かおだち|looks; features
顔料|がんりょう|pigment; colorant
願い|ねがい|desire; wish; request; prayer; petition; application
願い下げる|ねがいさげる|to withdraw a request
願い求める|ねがいもとめる|to entreat
願い出|ねがいで|application; petition
願い出る|ねがいでる|to apply for
願う|ねがう|to desire; to wish; to hope
願う|ねがう|to beg; to request; to implore; to pray
願う|ねがう|to have something done for oneself
願ったり叶ったり|ねがったりかなったり|everything working out as desired
願わくは|ねがわくは|I pray; I wish
希わくは|ねがわくは|I pray; I wish
願わくわ|ねがわくわ|I pray
願わしい|ねがわしい|desirable
願意|がんい|wish; hope; petition; request
願意|がんい|object of an application; intent of a request
願解き|がんほどき|visiting a shrine or temple to give thanks for the fulfilment of a prayer
願掛け|がんかけ|Shinto or Buddhist prayer
願掛け|がんがけ|Shinto or Buddhist prayer
願掛|がんかけ|Shinto or Buddhist prayer
願掛|がんがけ|Shinto or Buddhist prayer
願主|がんしゅ|temple petitioner
願酒|がんしゅ|praying at a temple or shrine for help to stop drinking
願書|がんしょ|written application or petition; application form
願状|がんじょう|written request
願文|がんもん|Shinto or Buddhist prayer (read)
願面|がんめん|the front page of an application blank
願立て|がんだて|Shinto or Buddhist prayer
願力|がんりき|the power of prayer (in Buddhism)
企て|くわだて|plan; attempt; undertaking
企てる|くわだてる|to plan; to plot; to propose; to design; to intend; to contemplate
企てる|くわだてる|to attempt (e.g. suicide, murder); to undertake (e.g. business)
企てる|くわだてる|to stand on tip-toes
企み|たくらみ|plot; scheme; trick; design; intrigue; artifice; conspiracy
企む|たくらむ|to scheme; to plan; to play a trick; to invent; to conspire; to frame up
企画|きかく|planning; project; plan; design
企劃|きかく|planning; project; plan; design
企画書|きかくしょ|proposal
企及|ききゅう|attempt
跂及|ききゅう|attempt
企業|きぎょう|enterprise; undertaking; corporation; business
企業プラン|きぎょうプラン|corporate plan
企業化|きぎょうか|commercialization; commercialisation
企業家|きぎょうか|industrialist; entrepreneur
企業合同|きぎょうごうどう|(a) trust
企業者|きぎょうしゃ|industrialist
企業心|きぎょうしん|enterprising spirit
企業整備|きぎょうせいび|curtailment of business operations
企業戦略|きぎょうせんりゃく|corporate strategy
企業体質|きぎょうたいしつ|corporate character; corporate culture; corporate philosophy
企業内|きぎょうない|company-internal
企業連合|きぎょうれんごう|cartel; syndicate
企図|きと|plan; project; scheme
伎楽|ぎがく|ancient music
伎女|ぎじょ|woman entertainer; prostitute
妓女|ぎじょ|woman entertainer; prostitute
危うい|あやうい|dangerous; risky; hazardous; perilous; precarious
危うい|あやうい|in danger; in jeopardy; critical; grave; at risk
危うい|あやうい|uncertain; unreliable; insecure; unsteady; doubtful
危うい|あやうい|close (i.e. a close call); narrow
危うく|あやうく|barely; narrowly
危うく|あやうく|almost; nearly
危ない|あぶない|dangerous; risky; hazardous; perilous; precarious
危ない|あぶない|in danger; in jeopardy; critical; grave; at risk
危ない|あぶない|uncertain; unreliable; insecure; unsteady; doubtful
危ない|あぶない|close (i.e. a close call); narrow
危ない|あぶない|look out!; watch out!
危ながる|あぶながる|to be afraid of; to feel uneasy about; to shrink from
危なっかしい|あぶなっかしい|dangerous; critical; grave; uncertain; unreliable; dodgy; limping; narrow; close; watch out
危ぶむ|あやぶむ|to fear; to doubt; to have misgivings about; to worry about; to be anxious about; to be apprehensive about
危める|あやめる|to wound; to murder
殺める|あやめる|to wound; to murder
あぶな絵|あぶなえ|suggestive, erotic, or indecent ukiyo-e woodblock print
危な絵|あぶなえ|suggestive, erotic, or indecent ukiyo-e woodblock print
危絵|あぶなえ|suggestive, erotic, or indecent ukiyo-e woodblock print
危害|きがい|injury; harm; danger
危機|きき|crisis; danger; risk
危機一髪|ききいっぱつ|by a hair's breadth; in the nick of time; touch and go; close call; critical moment
危機一発|ききいっぱつ|by a hair's breadth; in the nick of time; touch and go; close call; critical moment
危機管理|ききかんり|crisis management
危機打者|ききだしゃ|pinch hitter
危機突破|ききとっぱ|crisis relief
危疑|きぎ|fear; misgivings
危急|ききゅう|emergency; crisis; imminent danger
危急|ききゅう|vulnerable (1994 IUCN Red List category)
危急存亡|ききゅうそんぼう|life-and-death matter; an emergency or crisis where survival is threatened
危局|ききょく|crisis
危極|ききょく|crisis; grave danger; serious depression
危険|きけん|danger; peril; hazard
危険|きけん|risk
危険因子|きけんいんし|risk factor
危険角度|きけんかくど|critical angle
