卵泡立て器|たまごあわだてき|egg beater
黄葉|こうよう|autumn colours; fall colors; leaves changing color (colour)
黄葉|こうよう|leaves turning yellow; yellow leaves
黄葉|もみじ|autumn colours; fall colors; leaves changing color (colour)
黄葉|もみじ|(Japanese) maple (Acer japonicum)
黄葉|もみじ|venison
行き|いき|the way there; outbound leg; outbound trip; departing leg
行き|いき|bound for ...
行き|いき|outbound ticket
行き|ゆき|the way there; outbound leg; outbound trip; departing leg
行き|ゆき|bound for ...
行き|ゆき|outbound ticket
往き|いき|the way there; outbound leg; outbound trip; departing leg
往き|いき|bound for ...
往き|いき|outbound ticket
往き|ゆき|the way there; outbound leg; outbound trip; departing leg
往き|ゆき|bound for ...
往き|ゆき|outbound ticket
行き違い|いきちがい|crossing without meeting (e.g. letters in the post, people on the road); going astray
行き違い|いきちがい|difference of opinion; misunderstanding; estrangement; disagreement
行き違い|ゆきちがい|crossing without meeting (e.g. letters in the post, people on the road); going astray
行き違い|ゆきちがい|difference of opinion; misunderstanding; estrangement; disagreement
行違い|いきちがい|crossing without meeting (e.g. letters in the post, people on the road); going astray
行違い|いきちがい|difference of opinion; misunderstanding; estrangement; disagreement
行違い|ゆきちがい|crossing without meeting (e.g. letters in the post, people on the road); going astray
行違い|ゆきちがい|difference of opinion; misunderstanding; estrangement; disagreement
行き詰まり|いきづまり|deadlock; stalemate; impasse; dead end
行き詰まり|ゆきづまり|deadlock; stalemate; impasse; dead end
行き詰り|いきづまり|deadlock; stalemate; impasse; dead end
行き詰り|ゆきづまり|deadlock; stalemate; impasse; dead end
行詰り|いきづまり|deadlock; stalemate; impasse; dead end
行詰り|ゆきづまり|deadlock; stalemate; impasse; dead end
行詰まり|いきづまり|deadlock; stalemate; impasse; dead end
行詰まり|ゆきづまり|deadlock; stalemate; impasse; dead end
行き止まり|いきどまり|dead end; no passage
行き止まり|ゆきどまり|dead end; no passage
行止まり|いきどまり|dead end; no passage
行止まり|ゆきどまり|dead end; no passage
行き止り|いきどまり|dead end; no passage
行き止り|ゆきどまり|dead end; no passage
行止り|いきどまり|dead end; no passage
行止り|ゆきどまり|dead end; no passage
行き方|いきかた|way (of going); route
行き方|いきかた|way (of doing); method
行き方|ゆきかた|way (of going); route
行き方|ゆきかた|way (of doing); method
行方|いきかた|way (of going); route
行方|いきかた|way (of doing); method
行方|ゆきかた|way (of going); route
行方|ゆきかた|way (of doing); method
行き来|いきき|coming and going; keeping in touch; visiting each other
行き来|いきき|street traffic; highway
行き来|ゆきき|coming and going; keeping in touch; visiting each other
行き来|ゆきき|street traffic; highway
行来|いきき|coming and going; keeping in touch; visiting each other
行来|いきき|street traffic; highway
行来|ゆきき|coming and going; keeping in touch; visiting each other
行来|ゆきき|street traffic; highway
往き来|いきき|coming and going; keeping in touch; visiting each other
往き来|いきき|street traffic; highway
往き来|ゆきき|coming and going; keeping in touch; visiting each other
往き来|ゆきき|street traffic; highway
行く|いく|to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach
行く|いく|to proceed; to take place
行く|いく|to pass through; to come and go
行く|いく|to walk
行く|いく|to do (in a specific way)
行く|いく|to stream; to flow
行く|いく|to continue
行く|いく|to have an orgasm; to come; to cum
行く|いく|to trip; to get high; to have a drug-induced hallucination
行く|ゆく|to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach
行く|ゆく|to proceed; to take place
行く|ゆく|to pass through; to come and go
行く|ゆく|to walk
行く|ゆく|to do (in a specific way)
行く|ゆく|to stream; to flow
行く|ゆく|to continue
行く|ゆく|to have an orgasm; to come; to cum
行く|ゆく|to trip; to get high; to have a drug-induced hallucination
往く|いく|to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach
往く|いく|to proceed; to take place
往く|いく|to pass through; to come and go
往く|いく|to walk
往く|いく|to do (in a specific way)
往く|いく|to stream; to flow
往く|いく|to continue
往く|いく|to have an orgasm; to come; to cum
往く|いく|to trip; to get high; to have a drug-induced hallucination
往く|ゆく|to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach
往く|ゆく|to proceed; to take place
往く|ゆく|to pass through; to come and go
往く|ゆく|to walk
往く|ゆく|to do (in a specific way)
往く|ゆく|to stream; to flow
往く|ゆく|to continue
往く|ゆく|to have an orgasm; to come; to cum
往く|ゆく|to trip; to get high; to have a drug-induced hallucination
逝く|いく|to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach
逝く|いく|to proceed; to take place
逝く|いく|to pass through; to come and go
逝く|いく|to walk
逝く|いく|to die; to pass away
逝く|いく|to do (in a specific way)
逝く|いく|to stream; to flow
逝く|いく|to continue
逝く|いく|to have an orgasm; to come; to cum
逝く|いく|to trip; to get high; to have a drug-induced hallucination
逝く|ゆく|to go; to move (in a direction or towards a specific location); to head (towards); to be transported (towards); to reach
逝く|ゆく|to proceed; to take place
逝く|ゆく|to pass through; to come and go
逝く|ゆく|to walk
逝く|ゆく|to die; to pass away
逝く|ゆく|to do (in a specific way)
逝く|ゆく|to stream; to flow
逝く|ゆく|to continue
逝く|ゆく|to have an orgasm; to come; to cum
逝く|ゆく|to trip; to get high; to have a drug-induced hallucination
行く末|ゆくすえ|one's future; one's fate
行末|ゆくすえ|one's future; one's fate
鋼板|こうはん|steel sheet; steel plate; steel plates
鋼板|こうばん|steel sheet; steel plate; steel plates
甲鈑|こうはん|steel sheet; steel plate; steel plates
甲鈑|こうばん|steel sheet; steel plate; steel plates
香ばしい|こうばしい|fragrant; aromatic; sweet-smelling
香ばしい|こうばしい|savory (smelling); savoury
芳ばしい|こうばしい|fragrant; aromatic; sweet-smelling
芳ばしい|こうばしい|savory (smelling); savoury
芳しい|かんばしい|sweet; fragrant; aromatic
芳しい|かんばしい|good (e.g. reputation, rumor); favorable
香しい|かんばしい|sweet; fragrant; aromatic
香しい|かんばしい|good (e.g. reputation, rumor); favorable
馨しい|かんばしい|sweet; fragrant; aromatic
馨しい|かんばしい|good (e.g. reputation, rumor); favorable
高層建築|こうそうけんちく|tall building; high-rise building
高名|こうめい|fame; renown
高名|こうみょう|fame; renown
劫|こう|kalpa (eon, aeon)
劫|こう|ko (in go); position that allows for eternal capture and recapture of the same stones
劫|ごう|kalpa (eon, aeon)
劫|ごう|ko (in go); position that allows for eternal capture and recapture of the same stones
コウ||ko (in go); position that allows for eternal capture and recapture of the same stones
劫掠|きょうりゃく|pillage; plunder
劫掠|ごうりゃく|pillage; plunder
劫略|きょうりゃく|pillage; plunder
劫略|ごうりゃく|pillage; plunder
合冊|がっさつ|collection in one volume
合冊|ごうさつ|collection in one volume
合著|がっちょ|joint authorship
合著|ごうちょ|joint authorship
合点|がてん|consent; assent; understanding; agreement; comprehension; grasp
合点|がってん|consent; assent; understanding; agreement; comprehension; grasp
合板|ごうはん|veneer board; plywood
合板|ごうはん|joint publication
合板|ごうばん|veneer board; plywood
合板|ごうばん|joint publication
合併|がっぺい|combination; union; amalgamation; consolidation; merger; coalition; fusion; annexation; affiliation; incorporation
合併|ごうへい|combination; union; amalgamation; consolidation; merger; coalition; fusion; annexation; affiliation; incorporation
黒衣|こくい|black clothes
黒衣|こくえ|black clothes
黒衣|くろぎぬ|black clothes
黒雲|くろくも|dark clouds; black clouds
黒雲|こくうん|dark clouds; black clouds
黒煙|こくえん|black smoke
黒煙|くろけむり|black smoke
黒熊|くろくま|black bear
黒熊|くろぐま|black bear
黒白|くろしろ|black and white; right and wrong
黒白|こくはく|black and white; right and wrong
黒白|こくびゃく|black and white; right and wrong
黒髪|くろかみ|black hair
黒髪|こくはつ|black hair
黒斑|こくはん|black spot; black speck
黒斑|くろぶち|black spot; black speck
黒斑|くろふ|black spot; black speck
黒斑|くろまだら|black spot; black speck
黒駁|くろぶち|black spot; black speck
黒ぶち|くろぶち|black spot; black speck
黒穂|くろほ|smut
黒穂|くろぼ|smut
此奴|こいつ|he; she; this fellow; this guy; this person
此奴|こいつ|this; this one; this thing
此奴|こいつ|Hey, you!; You bastard!; Damn you!
此奴|こやつ|he; she; this fellow; this guy; this person
此奴|こやつ|this; this one; this thing
此奴|こやつ|Hey, you!; You bastard!; Damn you!
頃|ころ|(approximate) time; around; about; toward
頃|ころ|suitable time (or condition)
頃|ころ|time of year; season
頃|ごろ|(approximate) time; around; about; toward
頃|ごろ|suitable time (or condition)
頃|ごろ|time of year; season
比|ころ|(approximate) time; around; about; toward
比|ころ|suitable time (or condition)
比|ころ|time of year; season
比|ごろ|(approximate) time; around; about; toward
比|ごろ|suitable time (or condition)
比|ごろ|time of year; season
今昔|こんじゃく|past and present
今昔|こんせき|past and present
今朝|けさ|this morning
今朝|こんちょう|this morning
今日|きょう|today; this day
今日|こんにち|today; this day
今日|こんにち|these days; recently; nowadays
今日|こんち|today; this day
今日|こんじつ|today; this day
今日まで|きょうまで|until today
今日まで|こんにちまで|until today
今年|ことし|this year
今年|こんねん|this year
今夕|こんせき|this evening; tonight
今夕|こんゆう|this evening; tonight
昆布|こんぶ|kombu (usu. Saccharina japonica); konbu; kelp; any edible species from the family Laminariaceae
昆布|こぶ|kombu (usu. Saccharina japonica); konbu; kelp; any edible species from the family Laminariaceae
恨布|こんぶ|kombu (usu. Saccharina japonica); konbu; kelp; any edible species from the family Laminariaceae
恨布|こぶ|kombu (usu. Saccharina japonica); konbu; kelp; any edible species from the family Laminariaceae
コンブ||kombu (usu. Saccharina japonica); konbu; kelp; any edible species from the family Laminariaceae
紺屋|こうや|dyer
紺屋|こんや|dyer
魂|たましい|soul; spirit
魂|だましい|soul; spirit
魂|たま|soul; spirit
魄|たましい|soul; spirit
魄|だましい|soul; spirit
魄|たま|soul; spirit
霊|たま|soul; spirit
左側|ひだりがわ|left; left (hand) side
左側|さそく|left; left (hand) side
最上|さいじょう|best
最上|もがみ|best
最中|さいちゅう|in the middle of; height of; in course of; midst
最中|さなか|in the middle of; height of; in course of; midst
哉|かな|how!; what!; alas!
斎部|いみべ|ancient Shinto priestly family
斎部|いんべ|ancient Shinto priestly family
